,title,news,type
58,"If Roe v. Wade falls, are LGBTQ rights next?","Justice Samuel Alito’s draft opinion overruling Roe v. Wade, which was leaked to Politico and revealed to the public Monday night, is more than just an attack on abortion. It is a manifesto laying out a comprehensive theory of which rights are protected by the Constitution and which rights should not be enforced by the courts.  And Alito’s opinion is also a warning that, after Roe falls, the Court’s Republican majority may come for landmark LGBTQ rights decisions next, such as the marriage equality decision in Obergefell v. Hodges (2015) or the sexual autonomy decision in Lawrence v. Texas (2003).  To be clear, the leaked opinion is a draft. While Politico reports that five justices initially voted to overrule Roe, no justice’s vote is final until the Court officially hands down its decision. And even if Alito holds onto the five votes he needs to overrule Roe, one or more of his colleagues in the majority could insist that he make changes to the opinion.  Alito’s first draft, however, suggests that the archconservative justice feels emboldened. Not only does he take a maximalist approach to tearing down Roe, but much of Alito’s reasoning in the draft opinion tracks arguments he’s made in the past in dissenting opinions disparaging LGBTQ rights.  The Constitution is a frustrating document. Among other things, it contains multiple provisions stating that Americans enjoy certain civil rights that are not mentioned anywhere in the document itself. The Ninth Amendment, for example, provides that “the enumeration in the Constitution, of certain rights, shall not be construed to deny or disparage others retained by the people.”  Over time, the Supreme Court has devised multiple different standards to determine which of those unenumerated rights are nonetheless protected by our founding document. Some of these standards are very much at odds with each other.  The central thrust of Alito’s draft opinion in Dobbs v. Jackson Women’s Health Organization, the case seeking to overrule Roe, is that only rights that are “deeply rooted in this Nation’s history and tradition” and “implicit in the concept of ordered liberty,” are protected. This method of weighing unenumerated rights is often referred to as the “Glucksberg” test, after the Court’s decision in Washington v. Glucksberg (1997). ",Politics
59,‘Rajasthan leading on MGNREGA parameters’,"Special CorrespondentJAIPUR  Rajasthan has been rated as the leading State on various parameters of MGNREGA after the State government’s decision to give employment for an additional 25 days to the eligible rural families completing the stipulated 100 days in a year. The State has also led in the creation of mandays and effectively implemented the mobile monitoring system.  Chief Minister Ashok Gehlot said arrangements have been made for drinking water, shade, medical kits, space for children and soaps and sanitisers at the workplaces.",Politics
60,No magic wands for Cong. revival: Sonia,"Special Correspondent New Delhi  There are no magic wands to ensure the party’s accelerated revival except selfless work, discipline and an over-riding sense of unity and cohesion, Congress president Sonia Gandhi told the Congress Working Committee (CWC) on Monday.  The CWC met to formalise the agenda of the three-day long Nav Sankalp Chintan Shivir in Udaipur from May 13. Making her opening remarks, Ms. Gandhi noted that the brainstorming meet should not be reduced to a ritual and urged her colleagues to repay their debt to the party in full measure.  Key areas  The heads of the six panels that were formed to draft discussion papers pertaining to political issues, economy, social justice, farmers, youth and organisational issues made their presentations.  A separate wing to manage elections, revival of the Parliamentary Board, regular training of workers and a cooling-off period for District and Pradesh Congress Committee chiefs were among the key discussion points. The need for ideological clarity was also discussed at the CWC meet, a source said.  Growing communal polarisation, hate campaigns against minorities, compromising the dignity of parliamentary institutions, misuse of Central agencies to target opponents, and Centre-State relations were among the key political issues that were raised.  Only bullet points on each of the six broad areas were shared by the heads of these subject committees, the source added.  A senior CWC member is said to have pointed out that a separate meet to strategise on how to effectively carry out a Jan Jagaran Abhiyan (people’s movement) should also be held on the lines of the Chintan Shivir.  ‘Repay debt to party’  The tone for the meet was set by Ms. Gandhi who stressed the point of discipline and noted that “self-criticism within party forums is needed but it should not be done in a manner that self-confidence and morale is eroded and an atmosphere of gloom and doom becomes all-pervasive”.  “There are no magic wands. It is only with selfless work, discipline and a sense of consistent collective purpose that we will demonstrate our tenacity and resilience,” Ms. Gandhi said.  “The party has been central to the life of each and every one of us. It has expected our total allegiance and has been good to each and every one of us. Now, when we are at a crucial juncture, it is imperative that we step forward and repay our debt to the party in full measure,” she added.  At a press conference later, senior leaders Jairam Ramesh and Randeep Surjewala announced that 422 party members, out of which 50% were under the age of 50 and 21% women, would take part in the Chintan Shivir.",Politics
61,Russia is defending motherland: Putin,"Agence France-Presse Moscow  President Vladimir Putin defended Russia’s war in Ukraine as necessary to protect the “motherland” as Moscow flexed its military muscle on Monday at a huge parade marking the 1945 victory over Nazi Germany.  Fierce battles raged in eastern Ukraine while Mr. Putin made his Victory Day speech against a backdrop of intercontinental ballistic missiles rumbling through Red Square.  Mr. Putin made no major announcements on Russia’s next steps but channelled Russian pride in its Second World War triumph to mobilise support for the Ukraine invasion.  Ukrainian leader Volodymyr Zelensky, whose forces are locked in battle with Russian troops in the east, used the occasion to say he would not allow Moscow to appropriate the Soviet Union’s triumph in Second World War.  The conflict is mired in the history between ex-Soviet neighbours Ukraine and Russia, with Mr. Putin saying the “special military operation” in Ukraine is in part to “de-Nazify” the country.  Mr. Putin blamed the West and Ukraine for today’s conflict, telling thousands of troops in Red Square that Russia faced an “absolutely unacceptable threat” and warning against the “horror of a global war”.  “You are fighting for the motherland, for its future, so that no-one forgets the lessons of the Second World War,” he told Russian forces, shortly after intercontinental ballistic missiles rumbled through the square.  The celebration also featured 11,000 troops and more than 130 military vehicles, although a planned military flypast was cancelled.  On the ground, the key battles are being fought in Ukraine's east, which Russia is seeking to secure having tried and failed to take the capital Kyiv and the north.  The Governor of eastern Luhansk region, Sergiy Gaiday, said on Monday there were “very serious battles” around Bilogorivka and Rubizhne, as Russia tries to take the Russian-speaking Donbas. Donbas encompasses Luhansk and the neighbouring region of Donetsk.  An AFP team saw columns of trucks filled with soldiers and heavy equipment move down the main road leading away from the city of Severodonetsk, suggesting Ukraine was giving up the defence of its last stronghold in Luhansk.  Heavy shelling  Russian forces were heavily shelling the roads, while the Ukrainians were firing back to help cover the apparent pullout.  Mr. Zelensky, who spoke an hour before Mr. Putin, had invoked the ghosts of Second World War to chide Russia. “We will not allow anyone to annex this victory. We will not allow it to be appropriated,” he said.  In Kyiv, the commemoration day was largely shunned as life slowly returned to normal, weeks after fierce fighting raged in its suburbs",Politics
62,A dissonance in India-German ties,"Prime Minister Narendra Modi’s visit to Germany on May 2 came at a critical time, shaped by the ongoing Ukraine war. In recent times, New Delhi has been at its assertive best. Even as the United States and the European nations have applied sanctions on Moscow and provided military aid to Ukraine, New Delhi has refused to play ball. It has not only avoided condemning Moscow by abstaining in the United Nations (UN) on critical votes on the war but has also continued to engage with Moscow to increase its import of cheap crude. Its long-standing and traditional defence links with Russia remain intact. Such moves have raised eyebrows and attracted some amount of criticism from the West. New Delhi, however, insists that its position on the war is non-partisan and should be appreciated by its allies and friends.  For a nuanced stance  However, assertive media and conference statements by India’s External Affairs Minister notwithstanding, there is growing recognition in India’s strategic circles that New Delhi has to bring in more nuance to its approach with Europe. Given India’s stature, being completely isolated by the West is certainly not a best-case scenario. However, with an assertive China on the world stage and in particular, at the border with India, New Delhi needs to manage a delicate balancing act while asserting its right to pursue its national interests and strategic autonomy in foreign policy. Mr. Modi’s three-nation Europe tour (May 2-4) needs to be contextualised with these factors in the backdrop.  There is a clear, albeit delayed, move toward a unified response vis-à-vis Russia in Europe. Its significant reliance on Russian gas and crude notwithstanding, condemnation of Moscow’s moves in Ukraine is near unanimous in Europe. Not surprisingly, India’s abstention in the UN votes and its continuation of its relationship with Russia have raised quite a few hackles in Germany. In private as well as public discussions, India’s role as a major power and largest democracy are being brought to the forefront and there is a growing expectation that India needs to make a shift from its position on Russia and join hands with the European countries and the U.S. in protecting democracy in need. Amidst these expectations and pressure tactics, whether the Prime Minister’s visit to Germany helped change the perception and bridge the gap that has been growing, assumes critical importance.  Mr. Modi’s visit took place during the first term of the German Chancellor, Olaf Scholz. Prior to Mr. Modi’s visit, the Chancellor had visited Japan, in his first visit to Asia. This is construed as a sign of Germany reaching out to other Asian powers and building on democratic alliances as an outcome of its Indo-Pacific guidelines. These two meetings had raised, albeit mistakenly, expectations among some analysts here in Germany of a democratic dividend that may lead to a convergence of views and possibly policies on Russia between the two countries. As proved by the Ukraine war, however, New Delhi has chosen to prioritise its interests over pursuing a policy that is shaped by common democratic values that define Germany, Japan and India.  The China factor  In fact, for several years now, Indian policies have resisted promoting democracy in the neighbourhood and have instead opted to deal with de facto powers. Afghanistan, where India is still reluctant to do business with the Taliban, is probably an aberration. On the other hand, India’s policy towards Myanmar’s junta is defined by this pragmatism. Therefore, the democratic rationale of a convergence of interests to protect democratic values is hardly a strong binding chord between India and Germany. The geopolitical convergence of countering the rise of China particularly in the Indo-Pacific seems to be a more compelling necessity rather than the ideational and normative aspects of protecting democratic norms and values.  Engagement with Europe  New Delhi’s objective is multifaceted as far its relations with Europe in general and Germany in particular is concerned. So far, it has not revised its position on Russia and Ukraine, by continuing to underline its unequivocal condemnation of the violence. However, unlike the West, India makes it clear that irrespective of its position on a solitary issue of geopolitical relevance, which the former may find difficult to reconcile with, the bilateral engagement with countries such as Germany, France and Denmark remains at the top of its priority. The purpose of such a policy is clearly to present itself as not being isolated but as a swing power that can move deftly on the geopolitical and diplomatic chessboard.  Towards this direction, the holding of the sixth India-Germany Inter-Governmental Consultations (IGC), a biennial format which India conducts with Germany, assumed critical importance. India attaches significant importance to the ‘long-standing commercial ties’ with Germany, an important pillar of the ‘Strategic Partnership’, which the two nations entered into in 2000. The idea, therefore, is to highlight a convergence of issues of economics, technology and climate change (low hanging fruits), in spite of the intensifying dissonance on democratic and strategic issues. That remains the crux of the Indian approach.  Room for full ties  It remains a fact that India-Germany relations have yet to achieve their full potential. One of the factors for that, possibly, is the lack of understanding of each other’s strategic cultures and domestic politics. It is doubtful that Mr. Modi’s visit changed any of that, particularly in the absence of any media interaction and strategic communication. Germany has invited Mr. Modi to the G-7 meeting in June this year, construed as a bid to wean India away from its position on Russia. However, while the attempt may not be successful, it is certainly a pointer to the emerging multipolarity in the international system, which provides space for major powers such as Germany and India to play a greater role in bringing peace and stability in other theatres, particularly in Afghanistan and the Indo-Pacific. In times of shifting geopolitical alliances and realignments, India and Germany can emerge as important poles in shaping the new world order.  Shanthie Mariet D’Souza is founder and President, Mantraya and Visiting Fellow, Stiftung Wissenschaft und Politik (SWP), the German Institute for International and Security Affairs, Berlin. The views are personal and based on interviews and discussions in Germany. They do not reflect the views of the institutes",Politics
63,CPI leader stages protest against Jagan,"Special Correspondent ANANTAPUR  Communist Party of India Andhra Pradesh secretary K. Ramakrishna along with other party leaders — State committee member D. Jagadeesh and Anantapur district secretary Jaffer — staged a half-naked protest march against what he termed the authoritarian rule of Chief Minister Y.S. Jagan Mohan Reddy, here on Monday. The leaders walked one km without shirts on the main streets of the city.  The CPI leaders, who were arrested on Sunday while trying to go to Vijayawada by train, were released late at night.  The party leaders slept at the foot of Dr. B.R. Ambedkar’s statue as a protest against the alleged stifling of democracy by the present regime, by not allowing democratic protests against the government policies.  Mr. Ramakrishna demanded immediate roll back of the petrol prices.",Politics
64,Pakistan PM warns of action against Imran,"Press Trust of India New Delhi  Pakistan Prime Minister Shehbaz Sharif has accused his predecessor Imran Khan of planning to trigger a civil war in the country and warned of legal action for concocting a narrative against the country’s national institutions.  His remarks came on the heels of Pakistan Army warning its critics to avoid throwing dirt on the premier institution as it took “strong exception” to “intensified and deliberate attempts” to drag it into politics after the removal of Mr. Khan-led government last month.  Mr. Khan had told his audience that Siraj ud-Daula was the Governor of Bengal appointed by the Mughal Emperor and his commander-in-chief, Mir Jaffar, joined hands with the English to topple Daula’s government. In the same vein, the former premier alleged his government was toppled by “the Mir Jafars and Mir Sadiqs of today”.",Politics
65,‘China’s intent is to keep boundary issue alive’,"Dinakar Peri NEW DELHI  The basic issue with China remains resolution of the border and what is seen is China’s intent to keep “the boundary issue alive”, according to Army chief Gen. Manoj Pande. In eastern Ladakh, India’s aim and intention, as far as the situation is concerned, is to restore the status quo ante prior to April 2020, he said in an interaction with a group of journalists on Monday.  On the impact of the Ukraine war, he observed that the foremost one was the relevance of conventional wars still remained and they need not necessarily be short and swift. He acknowledged that the Army’s supply chains were impacted to “some extent” but asserted that there was sufficient stock to last for a “reasonable” period of time.  “The first and foremost challenge is the resolution of the situations along the borders prevailing since April/May 2020. Our aim and intention as far as the situation is concerned is to restore the status quo ante prior to April 2020 in eastern Ladakh. Our intention is also re-establish the trust and tranquillity on both sides,” Gen. Pande said. “It cannot be a one-way affair. Efforts should be made from the sides.”  On relations with China, he said the basic issue remained the resolution of the border matter. “What we see is that China’s intent has been to keep the boundary issue alive. What we need as a country is a ‘whole of nation’ approach and in the military domain, this is to prevent and counter any attempt to alter the status quo at the Line of Actual Control (LAC).”  Important lessons  To a question from The Hindu on the impact of the ongoing Russia-Ukraine war on the Indian Army’s preparedness, he stated that it had important lessons. The foremost was that the relevance of a conventional war still remained. “We are seeing many platforms — artillery guns, air defence guns, rockets, missiles and tanks being employed in this war in one way or the other. It also tells us that wars need not be necessarily be short and swift. It could prolong in a manner the current conflict is.”  The second important lesson would be to try and be self-reliant in terms of weapons, armaments, equipment and spares from outside. “We are dependent on certain weapon systems specially in the area of air defence, rockets, missiles and certain tanks from Russia and Ukraine,” he noted. Increasing the self-reliance and decreasing the dependence on outside sources was an important lesson. “We have already started this, in keeping with the Make in India initiative as also to attain ‘Aatmanirbharta’,” he explained.  As far as the immediate impact was concerned, he said, “the supply chain of certain spares and ammunition has got impacted to some extent, but we have adequate stocks to last for a reasonable period of time.” They were also looking at certain alternative mitigation measures and identifying alternative sources from friendly foreign countries, while in the long term, this was also an opportunity for the private industry to step up production and meet the requirements.  The third important issue was the aspect of non-contact or non-kinetic warfare and the lesson had come out “loud and clear”. Elaborating, he asserted that “be it the cyber domain or information domain, we have seen the battle of narratives has been used to gain advantage over the adversary. We need to increasingly focus on the new domains of warfare, focus on capability development.”  In the broader scenario, Gen. Pande said, the emerging geopolitical order was something that should be monitored very closely in terms of realignment and in terms of new alliances. That was something which would perhaps be much clear once the conflict ended.  On the situation in eastern Ladakh, he pointed out that through dialogue at the Corps Commander level between the two countries “many friction areas have been resolved after talking to each other” and the balance areas could “only be resolved through dialogue”.  “It is good that we are talking to and engaging with each other. Our troops continue to hold important positions along the LAC,” he stressed. The guidance to the troops was to “have a firm and resolute” posture to “prevent any efforts to alter the status quo.”  The Army had reoriented its troops from the west to the northern borders since the stand-off. There was a “re-appraisal and re-assessment” of the preparedness. “We have a ‘robust posture’ on the LAC and ‘adequate forces to deal with all contingencies’.”  In this direction, he said, the Army had to remain prepared to face a variety of challenges on the entire spectrum.",Politics
66,Akhilesh demands HC-monitored probe into Chandauli woman’s death,"Omar RashidLUCKNOW  Stating that he does not trust the Uttar Pradesh police investigation, Samajwadi Party president Akhilesh Yadav on Monday demanded that a sitting High Court judge-monitored probe be conducted into the death of a woman in Chandauli during a police raid at her house.  He also demanded that the police team be booked for murder.  On May 1, a police team had reached Manrajpur village under the Sayedraja police station jurisdiction in search of Kanhaiya Yadav, an accused under the Gangsters Act, with a non-bailable warrant. The police team was accused of beating to death his daughter Nisha.  Subsequently, an FIR was registered against the Station House Officer and other police personnel for culpable homicide not amounting to murder, voluntarily causing hurt and house trespass after preparation for hurt, assault or wrongful restraint.  While the police had initially said prima facie it was a case of suicide, the cause of death remained unclear after the autopsy. The viscera was sent for forensic examination.  Mr. Yadav reached Chandauli and met the aggrieved family. “The police can cook up any story and can twist it the way they like,” he said.  He demanded that not only the girl’s family be provided security, but the probe be conducted under the supervision of a sitting judge of the Allahabad High Court. “We don’t trust the government probe. This government can do anything and can change any report,” he told journalists. Mr. Yadav also accused the U.P. police of indulging in “dabangai (high-handedness)”.  ‘Concocting stories’  “First they lodged cases against their father and expelled him from the district under political pressure,” Mr. Yadav said, referring to the police raid at Kanhaiya Yadav’s home.  He also demanded that the police team be booked for murder. While the family of the woman, who was in her early twenties, had accused the police team of murder, a case was registered against the personnel for culpable homicide not amounting to murder. The local SHO was suspended.  Mr. Yadav did not believe the police theory that the woman took her own life in the house during the raid. “U.P. police are ahead in concocting stories,” said the former U.P. Chief Minister.  Suicides are preventable and help is just a phone call away. Call Sanjivini, Society for Mental Health - 011-4076 9002. Monday-Saturday, 10 a.m.-7.30 p.m.",Politics
67,Puja at Kashmir temple stokes controversy,"Special Correspondent SRINAGAR  A religious event chaired by Jammu and Kashmir Lieutenant-Governor Manoj Sinha on Sunday at the 8th Century protected site of Martand Temple in south Kashmir’s Anantnag has landed in a controversy as the  Archaeological Survey of India (ASI) denied that it had issued any permission for holding puja at the core protected area on the premises.  Mr. Sinha on Sunday took part in the Navgrah Ashtamangalam puja at the ancient Martand Sun Temple in Mattan, Anantnag. The event saw the presence of saints, members of Kashmiri Pandit community and local residents, according to Raj Bhawan. Later, the L-G termed the event a truly divine experience.  “We are making dedicated efforts to transform historical spiritual places of J&K into vibrant centres that will guide us on the path of righteousness and bless this beautiful land with peace, happiness and prosperity,” the L-G said after the puja.  The ASI officials told The Hindu that the department was alerted about the visit of the L-G but “no permission was sought for puja” at the protected site.  The ASI does not allow religious events at protected monuments except the customary prayers that were being held prior to the ASI takeover. It was for the first time that a puja of this scale was held within 200 metres of the core protected site, said another ASI official.  “This will set a precedent for other protected monuments in Kashmir,” a senior ex-ASI official said.",Politics
